reference_number,watch_URL,type,brand,year_introduced,parent_model,specific_model,nickname,marketing_name,style,currency,price,image_URL,made_in,case_shape,case_material,case_finish,caseback,diameter,between_lugs,lug_to_lug,case_thickness,bezel_material,bezel_color,crystal,water_resistance,weight,dial_color,numerals,bracelet_material,bracelet_color,clasp_type,movement,caliber,power_reserve,frequency,jewels,features,description,short_description
HJTQHM34PP002,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/winston-candy-high-jewelry-watch-by-harry-winston-p1/platinum-hjtqhm34pp002,,Harry Winston,,,Winston Candy High Jewelry Watch by Harry Winston,,,,,,,,,,,closed,32.2 mm,,,9.47 mm,,,,3,,"red beaded mother-of-pearl
orange beaded mother-of-pearl lace",,"platinum, 18K yellow gold",,platinum,quartz,HW1051,,,,hours and minutes,,"Total gem-setting

                            64 pear-shaped diamonds (approx. 25.07 cts)
59 brilliant-cut blue sapphires (approx. 4.26 cts)
42 baguette-cut orange spessartites (approx. 1.03 cts)
21 brilliant-cut orange spessartites (approx. 3.62 cts)
8 brilliant-cut tsavorites (approx. 0.77 carat)
3 pear-shaped tsavorites (approx. 1.63 cts)"
HJTQHM32WW004,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/ultimate-emerald-signature-by-harry-winston-w3/dark-blue-satin-hjtqhm32ww004,,Harry Winston,,,Ultimate Emerald Signature by Harry Winston,,,,,,,,,,,closed,32 x 46 mm,,,11.8 mm,,,,3,,gem-setting,,18K white gold,,18K white gold,quartz,HW1051,,,,hours and minutes,,"Total gem-setting

                            166 brilliant-cut blue sapphires (approx. 0.58 carat)
165 brilliant-cut diamonds (approx. 0.86 carat)
24 marquise-cut diamonds (approx. 6.29 cts)
22 baguette-cut blue sapphires (approx. 0.88 carat)
16 baguette-cut diamonds (approx. 0.44 carat)
1 emerald-cut blue sapphire (approx. 1.00 carat)"
HJTQHM36PP003,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/winston-kaleidoscope-high-jewelry-watch-by-harry-winston-p3/black-satin-hjtqhm36pp003,,Harry Winston,,,Winston Kaleidoscope High Jewelry Watch by Harry Winston,,,,,,,,,,,closed,36 mm,,,7 mm,,,,3,,"diamond setting
18K gold Emerald applique",,platinum,,platinum,quartz,HW1051,,,,hours and minutes,,"Total gem-setting

                            114 brilliant-cut diamonds (approx. 1.60 cts)42 brilliant-cut tsavorites (approx. 1.82 cts)29 brilliant-cut blue sapphires (approx. 1.65 cts)28 brilliant-cut orange spessartites (approx. 1.38 cts)14 brilliant-cut yellow sapphires (approx. 1.21 cts)"
HJTQHM32WW003,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/ultimate-emerald-signature-by-harry-winston-w2/dark-blue-satin-hjtqhm32ww003,,Harry Winston,,,Ultimate Emerald Signature by Harry Winston,,,,,,,,,,,closed,32 x 46 mm,,,11.8 mm,,,,3,,gem-setting,,18K white gold,,18K white gold,quartz,HW1051,,,,hours and minutes,,"Total gem-setting

                            271 brilliant-cut diamonds (approx. 1.18 cts)
60 brilliant-cut blue sapphires (approx. 0.21 carat)
38 baguette-cut diamonds (approx. 1.24 cts)
24 marquise-cut diamonds (approx. 6.29 cts)
1 emerald-cut blue sapphire (approx. 1.00 carat)"
HJTQHM27WW001,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/rosebud-by-harry-winston-w1/black-satin-hjtqhm27ww001,,Harry Winston,,,Rosebud by Harry Winston,,,,,,,,,,,closed,27 mm,,,12 mm,,,,3,,white mother-of-pearl,,18K white gold,,18K white gold,quartz,HW1051,,,,hours and minutes,,"Total gem-setting

                            167 brilliant-cut diamonds (approx. 2.27 cts)26 pear-cut diamonds (approx. 2.69 cts)16 baguette-cut diamonds (approx. 1.15 cts)"
HJTQHM18PP016,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/precious-emerald-by-harry-winston-p6/platinum-hjtqhm18pp016,,Harry Winston,,,Precious Emerald by Harry Winston,,,,,,,,,,,closed,17.5 x 17.5 mm,,,6.1 mm,,,,3,,"yellow beaded mother-of-pearl
18K gold Emerald applique",,platinum,,platinum,quartz,HW1051,,,,hours and minutes,,"Total gem-setting

                            136 marquise diamonds (approx. 14.95 cts)
28 brilliant-cut diamonds (approx. 0.24 carat)"
HJTQHM18PP009,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/precious-emerald-by-harry-winston-p1/platinum-hjtqhm18pp009,,Harry Winston,,,Precious Emerald by Harry Winston,,,,,,,,,,,closed,17.5 x 17.5 mm,,,6.1 mm,,,,3,,"blue beaded mother-of-pearl
18K gold Emerald applique",,platinum,,platinum,quartz,HW1051,,,,hours and minutes,,"Total gem-setting

                            136 marquise diamonds (approx. 14.95 cts)
28 brilliant-cut diamonds (approx. 0.24 carat)"
HJTQHM14PP004,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/marble-marquetry-by-harry-winston-p1/platinum-hjtqhm14pp004,,Harry Winston,,,Marble Marquetry by Harry Winston,,,,,,,,,,,closed,14.4 x 16.6 mm,,,7 mm,,,,3,,invisible setting,,platinum,,platinum,quartz,HW1051,,,,hours and minutes,,"Total gem-setting

                            82 brilliant-cut diamonds (approx. 4.01 cts)66 baguette-cut diamonds (approx. 0.81 carat)60 pear-cut diamonds (approx. 4.66 cts)28 baguette-cut blue sapphires (approx. 0.26 carat)22 pear-cut blue sapphires (approx. 3.42 cts)6 brilliant-cut blue sapphires (approx. 0.12 carat)"
HJTQAL66WW001,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/travel-time-by-harry-winston-w1/18k-white-gold-hjtqal66ww001,,Harry Winston,,,Travel Time by Harry Winston,,,,,,,,,,,closed,66 x 39 mm,,,13 mm,,,,3,,"white mother-of-pearl
18K gold Emerald applique",,"18K white gold, blue aventurine",,,quartz,HW5301,,,,"hours and minutes
date
alarm",,
HJTQHM63WW001,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/the-jewelers-secret-by-harry-winston-w1/18k-white-gold-hjtqhm63ww001,,Harry Winston,,,The Jeweler's Secret by Harry Winston,,,,,,,,,,,closed,63 mm,,,17.3 mm,,,,3,,white mother-of-pearl,,18K white gold,,,quartz,HW1051,,,,hours and minutes,,
HJTQHM26WW004,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/rosebud-heart-by-harry-winston-w2/red-alligator-leather-hjtqhm26ww004,,Harry Winston,,,Rosebud Heart by Harry Winston,,,,,,,,,,,closed,26 mm,,,6.5 mm,,,,3,,white beaded mother-of-pearl,,18K white gold,,18K white gold,quartz,HW1051,,,,hours and minutes,,"Total gem-setting

                            46 baguette-cut diamonds (approx. 1.54 cts)9 baguette-cut rubies (approx. 0.25 carat)6 pear-cut diamonds (approx. 0.99 carat)1 brilliant-cut diamond (approx. 0.002 carat)"
HJTQHM23PP001,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/semira-by-harry-winston-p1/platinum-hjtqhm23pp001,,Harry Winston,,,Semira by Harry Winston,,,,,,,,,,,closed,23.5 mm,,,6.6 mm,,,,3,,diamond setting,,platinum,,platinum,quartz,HW1051,,,,hours and minutes,,"Total gem-setting

                            283 brilliant-cut diamonds (approx. 10.88 cts)2 baguette-cut diamonds (approx. 0.43 carat)"
HJTQHM16PP001,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/diamond-links-by-harry-winston-p1/platinum-hjtqhm16pp001,,Harry Winston,,,Diamond Links by Harry Winston,,,,,,,,,,,closed,16.5 x 20.4 mm,,,6.3 mm,,,,3,,"white mother-of-pearl
18K gold Emerald applique",,platinum,,platinum,quartz,HW1051,,,,hours and minutes,,"Total gem-setting

                            172 brilliant-cut diamonds (approx. 10.32 cts)"
HJTQHM18WW036,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/links-signature-by-harry-winston-w1/black-satin-hjtqhm18ww036,,Harry Winston,,,Links Signature by Harry Winston,,,,,,,,,,,closed,18 x 31 mm,,,7.3 mm,,,,3,,white mother-of-pearl,,18K white gold,,18K white gold,quartz,HW1051,,,,hours and minutes,,"Total gem-setting

                            56 brilliant-cut diamonds (approx. 1.73 cts)"
HJTQHM36WW001,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/marquise-time-by-harry-winston-w1/blue-satin-hjtqhm36ww001,,Harry Winston,,,Marquise Time by Harry Winston,,,,,,,,,,,closed,36.5 mm,,,7.8 mm,,,,3,,white mother-of-pearl,,18K white gold,,18K white gold,quartz,HW1051,,,,hours and minutes,,"Total gem-setting

                            30 brilliant-cut diamonds (approx. 0.16 carat)24 brilliant-cut aquamarines (approx. 0.43 carat)20 pear-cut diamonds (approx. 2.56 cts)20 pear-cut aquamarines (approx. 1 carat)"
HJTQHM48WW001,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/the-jewelers-secret-pendant-by-harry-winston-w1/18k-white-gold-hjtqhm48ww001,,Harry Winston,,,The Jeweler's Secret Pendant by Harry Winston,,,,,,,,,,,closed,47.5 mm,,,11.4 mm,,,,3,,white mother-of-pearl,,18K white gold,,,quartz,HW1051,,,,hours and minutes,,
HJTQHM36RR001,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/marquise-time-by-harry-winston-r1/black-satin-hjtqhm36rr001,,Harry Winston,,,Marquise Time by Harry Winston,,,,,,,,,,,closed,36.5 mm,,,7.8 mm,,,,3,,white mother-of-pearl,,18K rose gold,,18K rose gold,quartz,HW1051,,,,hours and minutes,,"Total gem-setting

                            54 brilliant-cut diamonds (approx. 0.76 carat)40 pear-cut diamonds (approx. 3.96 cts)"
HJTQHM54WW001,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/my-precious-time-by-harry-winston-w2/18k-white-gold-hjtqhm54ww001,,Harry Winston,,,My Precious Time by Harry Winston,,,,,,,,,,,closed,17 x 21 mm,,,8 mm,,,,3,,diamond setting,,18K white gold,,,quartz,HW1051,,,,hours and minutes,,
HJTQHM14WW015,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/signature-7-by-harry-winston-w1/18k-white-gold-hjtqhm14ww015,,Harry Winston,,,Signature 7 by Harry Winston,,,,,,,,,,,closed,14 mm,,,4 mm,,,,3,,diamond setting,,18K white gold,,18K white gold,quartz,HW1051,,,,hours and minutes,,"Total gem-setting

                            428 brilliant-cut diamonds (approx. 34.92 cts)"
HJTQHM00WW005,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/precious-signature-by-harry-winston-w1/18k-white-gold-hjtqhm00ww005,,Harry Winston,,,Precious Signature by Harry Winston,,,,,,,,,,,closed,187.6 x 75.7 mm,,,26 mm,,,,3,,"sunray satin-brushed finish
opal
18K gold Emerald applique",,"gold, Zalium, opal",,,quartz,HW1051,,,,hours and minutes,,
OCEAMP42WW005,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-date-moon-phase-baguette-automatic-42mm-w1/blue-alligator-leather-oceamp42ww005,,Harry Winston,,,Ocean Date Moon Phase Baguette Automatic 42mm,,*Limited edition: 25 pieces,,,,,,,,,"open, sapphire crystal",42.2 mm,,,10.5 mm,,,,10,,"blue ruthenium crystals
moon phase disc with blue varnish and handmade 18K yellow gold moon cabochon",,18K white gold,,18K white gold,automatic,HW3203,,,,"excentered hours and minutes
date
moon phase",,"Total gem-setting

                            93 baguette-cut blue sapphires (approx. 4.33 cts)
72 baguette-cut diamonds (approx. 1.67 cts)
49 brilliant-cut diamonds (approx. 0.08 carat)
1 Emerald-cut diamond (approx. 0.06 carat)"
HJTQHM24PP025,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/emerald-cluster-by-harry-winston-p1/platinum-hjtqhm24pp025,,Harry Winston,,,Emerald Cluster by Harry Winston,,,,,,,,,,,closed,24 x 22 mm,,,6.4 mm,,,,3,,white mother-of-pearl,,platinum,,platinum,quartz,HW1051,,,,hours and minutes,,"Total gem-setting

                            75 pear-cut diamonds (approx. 41.74 cts)56 brilliant-cut diamonds (approx. 17.28 cts)45 baguette-cut diamonds (approx. 16.26 cts)5 marquise-cut diamonds (approx. 4.04 cts)"
OCEABI36WW061,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-biretrograde-automatic-36mm-w3/18k-white-gold-oceabi36ww061,,Harry Winston,,,Ocean Biretrograde Automatic 36mm,,,,,,,,,,,"open, sapphire crystal",36 mm,,,9.3 mm,,,,10,,white beaded mother-of-pearl,,18K white gold,,18K white gold,automatic,HW3302,,,,"excentered hours and minutes
retrograde seconds
retrograde days
date",,"Total gem-setting

                            156 brilliant-cut diamonds (approx. 3.38 cts)1 emerald-cut diamond (approx. 0.02 carat)"
OCEABI36RR036,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-biretrograde-automatic-36mm-r4/beige-pearl-alligator-leather-oceabi36rr036,,Harry Winston,,,Ocean Biretrograde Automatic 36mm,,,,,,,,,,,"open, sapphire crystal",36 mm,,,9.3 mm,,,,10,,white beaded mother-of-pearl,,18K rose gold,,18K rose gold,automatic,HW3302,,,,"excentered hours and minutes
retrograde seconds
retrograde days
date",,"Total gem-setting

                            198 brilliant-cut diamonds (approx. 3.55 cts)1 emerald-cut diamond (approx. 0.02 carat)"
PRNQHM36WW014,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/premier-glacier-by-harry-winston-w1/18k-white-gold-prnqhm36ww014,,Harry Winston,,,Premier Glacier by Harry Winston,,*Limited edition: 5 pieces,,,,,,,,,closed,36 mm,,,7.8 mm,,,,3,,diamond setting,,18K white gold,,18K white gold,quartz,HW1042,,,,hours and minutes,,"Total gem-setting

                            492 baguette-cut diamonds (approx. 30.55 cts)5 brilliant-cut diamonds (approx. 0.10 carat)"
HJTAHM36PP001,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/twist-automatic-by-harry-winston-p1/platinum-hjtahm36pp001,,Harry Winston,,,Twist Automatic by Harry Winston,,,,,,,,,,,"open, sapphire crystal",36 mm,,,10.5 mm,,,,3,,three-dimensional setting,,platinum,,platinum,automatic,HW2008,,,,hours and minutes,,"Total gem-setting

                            346 baguette-cut diamonds (approx. 13.92 cts)196 marquise-cut rubies (approx. 13.54 cts)168 marquise-cut diamonds (approx. 7.87 cts)5 brilliant-cut rubies (approx. 0.27 carat)"
OCEAMP42RR003,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-date-moon-phase-baguette-automatic-42mm-r1/green-alligator-leather-oceamp42rr003,,Harry Winston,,,Ocean Date Moon Phase Baguette Automatic 42mm,,*Limited edition: 25 pieces,,,,,,,,,"open, sapphire crystal",42.2 mm,,,10.5 mm,,,,10,,"green with sunray satin-brushed finish
moon phase disc with blue varnish and handmade 18K yellow gold moon cabochon",,18K rose gold,,18K rose gold,automatic,HW3203,,,,"excentered hours and minutes
date
moon phase",,"Total gem-setting

                            93 baguette-cut emeralds (approx. 2.60 cts)
72 baguette-cut diamonds (approx. 1.67 cts)
49 brilliant-cut diamonds (approx. 0.08 cts)
1 Emerald-cut diamond (approx. 0.06 carat)"
OCEAMP42WW002,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-date-moon-phase-automatic-42mm-w1/blue-alligator-leather-oceamp42ww002,,Harry Winston,,,Ocean Date Moon Phase Automatic 42mm,,,,,,,,,,,"open, sapphire crystal",42 mm,,,10.3 mm,,,,10,,"white beaded mother-of-pearl
18K gold Emerald applique
moon phase disc with blue varnish and handmade 18K yellow gold moon cabochon",,18K white gold,,18K white gold,automatic,HW3203,,,,"excentered hours and minutes
date
moon phase",,"Total gem-setting

                            352 brilliant-cut diamonds (approx. 4.45 cts)"
OCEAMP42WW004,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-date-moon-phase-baguette-automatic-42mm-w2/white-alligator-leather-oceamp42ww004,,Harry Winston,,,Ocean Date Moon Phase Baguette Automatic 42mm,,*Limited edition: 25 pieces,,,,,,,,,"open, sapphire crystal",42.2 mm,,,10.5 mm,,,,10,,"white
moon phase disc with blue varnish and handmade 18K yellow gold moon cabochon",,18K white gold,,18K white gold,automatic,HW3203,,,,"excentered hours and minutes
date
moon phase",,"Total gem-setting

                            165 baguette-cut diamonds (approx. 5.59 cts)
49 brilliant-cut diamonds (approx. 0.08 carat)
1 Emerald-cut diamond (approx. 0.06 carat)"
OCEAMP42RR004,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-date-moon-phase-automatic-42mm---limited-edition-r1/18k-rose-gold-diamond-set-oceamp42rr004,,Harry Winston,,,Ocean Date Moon Phase Automatic 42mm - Limited Edition,,*Limited edition: 5 pieces,,,,,,,,,"open, sapphire crystal",42.2 mm,,,11.9 mm,,,,5,,moon phase disc with blue varnish and handmade 18K yellow gold moon cabochon,,18K rose gold,,18K rose gold,automatic,HW3203,,,,"excentered hours and minutes
date
moon phase",,"Total gem-setting

                            836 baguette-cut diamonds (approx. 37.66 cts)
141 brilliant-cut diamonds (approx. 0.69 carat)
1 emerald-cut diamond (approx. 0.05 carat)"
OCEACC42ZZ001,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/project-z16-z1/blue-alligator-leather-rubber-base-oceacc42zz001,,Harry Winston,,,Project Z16,,*Limited edition: 100 piecesAvailable soon,,,,,,,,,"open, sapphire crystal",42.2 mm,,,11.3 mm,,,,10,,"openworked and three-dimensional
luminescent hours and minutes hands, indexes and Emerald applique",,Zalium,,Zalium,automatic,HW3401,,,,"hours and minutes
date
day
month
retrograde seconds",,"Limited edition

                            100"
HJTQHM51WW001,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/my-precious-time-by-harry-winston-w1/18k-white-gold-hjtqhm51ww001,,Harry Winston,,,My Precious Time by Harry Winston,,,,,,,,,,,closed,17 x 21 mm,,,8 mm,,,,3,,white beaded mother-of-pearl,,18K white gold,,,quartz,HW1051,,,,hours and minutes,,
OCEABI42ZZ004,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/zalium-variation-turquoise-orange-z1/turquoise-alligator-leather-with-orange-rubber-base-oceabi42zz004,,Harry Winston,,,Zalium Variation Turquoise/Orange,,*Limited edition: 50 pieces,,,,,,,,,"open, sapphire crystal",42.2 mm,,,10.6 mm,,,,10,,"openworked dial with black sandblasting
black and turquoise retrograde counters
chapter ring with black, orange and turquoise satin-brushed finish
luminescent 18K gold Emerald applique and rhodium-plated indexes",,Zalium,,Zalium,automatic,HW3305,,,,"excentered hours and minutes
retrograde seconds
retrograde days
date",,"Limited edition

                            50"
OCEABI36WW062,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-biretrograde-automatic-36mm-w3/18k-white-gold-diamond-set-oceabi36ww062,,Harry Winston,,,Ocean Biretrograde Automatic 36mm,,,,,,,,,,,"open, sapphire crystal",36 mm,,,9.3 mm,,,,10,,white beaded mother-of-pearl,,18K white gold,,18K white gold,automatic,HW3302,,,,"excentered hours and minutes
retrograde seconds
retrograde days
date",,"Total gem-setting

                            592 brilliant-cut diamonds (approx. 11.39 cts)1 emerald-cut diamond (approx. 0.02 carat)"
OCEABI36RR038,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-biretrograde-automatic-36mm-r4/18k-rose-gold-diamond-set-oceabi36rr038,,Harry Winston,,,Ocean Biretrograde Automatic 36mm,,,,,,,,,,,"open, sapphire crystal",36 mm,,,9.3 mm,,,,10,,white beaded mother-of-pearl,,18K rose gold,,18K rose gold,automatic,HW3302,,,,"excentered hours and minutes
retrograde seconds
retrograde days
date",,"Total gem-setting

                            592 brilliant-cut diamonds (approx. 11.39 cts)1 emerald-cut diamond (approx. 0.02 carat)"
PRNQHM36WW004,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/premier-ladies-36mm-w1/18k-white-gold-prnqhm36ww004,,Harry Winston,,,Premier Ladies 36mm,,,,,,,,,,,closed,36 mm,,,7.2 mm,,,,3,,diamond setting,,18K white gold,,18K white gold,quartz,HW1042,,,,hours and minutes,,"Total gem-setting

                            817 brilliant-cut diamonds (approx. 9.47 cts)"
OCEASR42ZZ001,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/project-z15-z1/textile-effect-rubber-rubber-base-oceasr42zz001,,Harry Winston,,,Project Z15,,*Limited edition: 300 pieces,,,,,,,,,"open, sapphire crystal",42.2 mm,,,10.7 mm,,,,10,,"architectural three-dimensional
luminescent gold Emerald applique, hours’ hand and indexes, minutes’ hand and pillars",,Zalium,,Zalium,automatic,HW3207,,,,"hours counter
minutes counter
small retrograde seconds",,"Limited edition

                            300"
OCEABI36WW058,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-biretrograde-black-and-white-automatic-36mm-w1/white-rubber-with-weave-effect-black-rubber-base-oceabi36ww058,,Harry Winston,,,Ocean Biretrograde Black & White Automatic 36mm,,*Limited edition: 100 pieces,,,,,,,,,"open, sapphire crystal",36 mm,,,9.3 mm,,,,10,,"white beaded mother-of-pearl
black lacquer",,18K white gold,,18K white gold,automatic,HW3302,,,,"excentered hours and minutes
retrograde seconds
retrograde days
date",,"Total gem-setting

                            198 brilliant-cut diamonds (approx. 3.55 cts)1 emerald-cut diamond (approx. 0.02 carat)"
PRNQHM36WW007,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/premier-ladies-36mm-w2/18k-white-gold-prnqhm36ww007,,Harry Winston,,,Premier Ladies 36mm,,,,,,,,,,,closed,36 mm,,,7.7 mm,,,,3,,diamond setting,,18K white gold,,18K white gold,quartz,HW1042,,,,hours and minutes,,"Total gem-setting

                            462 baguette-cut diamonds (approx. 26.03 cts)5 brilliant-cut diamonds (approx. 0.10 carat)"
HJTQHM30PP006,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/mrs--winston-high-jewelry-timepiece-by-harry-winston-p1/platinum-hjtqhm30pp006,,Harry Winston,,,Mrs. Winston High Jewelry Timepiece by Harry Winston,,,,,,,,,,,closed,30 x 17 mm,,,6.4 mm,,,,3,,diamond setting,,platinum,,platinum,quartz,HW1051,,,,hours and minutes,,"Total gem-setting

                            190 brilliant-cut diamonds (approx. 6.11 cts)146 baguette-cut diamonds (approx. 14.56 cts)56 pear-cut diamonds (approx. 25.76 cts)14 marquise-cut diamonds (approx. 6.44 cts)"
OCEABI42ZZ006,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/zalium-variation-white-navy-blue-z1/white-alligator-leather-with-navy-blue-rubber-base-oceabi42zz006,,Harry Winston,,,Zalium Variation White/Navy Blue,,*Limited edition: 50 pieces,,,,,,,,,"open, sapphire crystal",42.2 mm,,,10.6 mm,,,,10,,"openworked dial with navy blue sandblasting
white and navy blue retrograde counters
chapter ring with white and navy blue satin-brushed finish
luminescent 18K gold Emerald applique and rhodium-plated indexes",,Zalium,,Zalium,automatic,HW3305,,,,"excentered hours and minutes
retrograde seconds
retrograde days
date",,"Limited edition

                            50"
OCEABI42WW002,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-biretrograde-automatic-42mm-w1/blue-alligator-leather-oceabi42ww002,,Harry Winston,,,Ocean Biretrograde Automatic 42mm,,,,,,,,,,,"open, sapphire crystal",42.2 mm,,,10.6 mm,,,,10,,"white mother-of-pearl
18K gold counters, date window and Emerald applique",,18K white gold,,18K white gold,automatic,HW3305,,,,"excentered hours and minutes
retrograde seconds
retrograde days
date",,"Total gem-setting

                            367 brilliant-cut diamonds (approx. 4.50 cts)"
OCEABI36WW057,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-biretrograde-automatic-36mm-w3/white-pearl-alligator-leather-oceabi36ww057,,Harry Winston,,,Ocean Biretrograde Automatic 36mm,,,,,,,,,,,"open, sapphire crystal",36 mm,,,9.3 mm,,,,10,,white beaded mother-of-pearl,,18K white gold,,18K white gold,automatic,HW3302,,,,"excentered hours and minutes
retrograde seconds
retrograde days
date",,"Total gem-setting

                            198 brilliant-cut diamonds (approx. 3.55 cts)1 emerald-cut diamond (approx. 0.02 carat)"
HJTQHM00WW004,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/broadway-glasses-by-harry-winston-w1/18k-white-gold-hjtqhm00ww004,,Harry Winston,,,Broadway Glasses by Harry Winston,,*Limited edition: 1 piece,,,,,,,,,closed,28 x 22 mm,,,7.3 mm,,,,3,,diamond setting,,18K white gold,,,quartz,HW1051,,,,hours and minutes,,
OCEABI42ZZ005,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/zalium-variation-neon-green-black-z1/neon-green-alligator-leather-with-black-rubber-base-oceabi42zz005,,Harry Winston,,,Zalium Variation Neon Green/Black,,*Limited edition: 50 pieces,,,,,,,,,"open, sapphire crystal",42.2 mm,,,10.6 mm,,,,10,,"openworked dial with black sandblasting
black and neon green retrograde counters
chapter ring with black and neon green satin-brushed finish
luminescent 18K gold Emerald applique and rhodium-plated indexes",,Zalium,,Zalium,automatic,HW3305,,,,"excentered hours and minutes
retrograde seconds
retrograde days
date",,"Limited edition

                            50"
HJTQHM18PP002,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/cluster-by-harry-winston-p1/platinum-hjtqhm18pp002,,Harry Winston,,,Cluster by Harry Winston,,,,,,,,,,,closed,18 mm,,,6.4 mm,,,,3,,diamond setting,,platinum,,platinum,quartz,HW1051,,,,hours and minutes,,"Total gem-setting

                            328 brilliant-cut diamonds (approx. 5.42 cts)22 marquise-cut diamonds (approx. 8.80 cts)21 pear-cut diamonds (approx. 18.90 cts)"
OCEABI36RR037,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-biretrograde-automatic-36mm-r4/18k-rose-gold-oceabi36rr037,,Harry Winston,,,Ocean Biretrograde Automatic 36mm,,,,,,,,,,,"open, sapphire crystal",36 mm,,,9.3 mm,,,,10,,white beaded mother-of-pearl,,18K rose gold,,18K rose gold,automatic,HW3302,,,,"excentered hours and minutes
retrograde seconds
retrograde days
date",,"Total gem-setting

                            156 brilliant-cut diamonds (approx. 3.38 cts)1 emerald-cut diamond (approx. 0.02 carat)"
OCEAPC42RR001,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-biretrograde-perpetual-calendar-automatic-42mm-r1/brown-alligator-leather-oceapc42rr001,,Harry Winston,,,Ocean Biretrograde Perpetual Calendar Automatic 42mm,,,,,,,,,,,"open, sapphire crystal",42.2 mm,,,11.9 mm,,,,10,,"central motif with Clou de Paris
luminescent hours and minutes hands and indexes
18K gold moon and Emerald applique",,18K rose gold,,18K rose gold,automatic,HW3501,,,,"hours and minutes
retrograde calendar
retrograde days
month
leap year indicator
moon phase",,
OCEABI36WW059,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-biretrograde-black-and-white-automatic-36mm-w2/black-rubber-with-weave-effect-white-rubber-base-oceabi36ww059,,Harry Winston,,,Ocean Biretrograde Black & White Automatic 36mm,,*Limited edition: 100 pieces,,,,,,,,,"open, sapphire crystal",36 mm,,,9.3 mm,,,,10,,"white beaded mother-of-pearl
black lacquer",,18K white gold,,18K white gold,automatic,HW3302,,,,"excentered hours and minutes
retrograde seconds
retrograde days
date",,"Total gem-setting

                            198 brilliant-cut diamonds (approx. 3.55 cts)1 emerald-cut diamond (approx. 0.02 carat)"
